apps,bondmode,bytes,time,mbytes-sec
intel,802.3ad-2NICs-layer3+4,512,27.22,18.81
intel,802.3ad-2NICs-layer3+4,1024,28.54,35.88
intel,802.3ad-2NICs-layer3+4,2048,32.38,63.26
intel,802.3ad-2NICs-layer3+4,4096,40.49,101.16
intel,802.3ad-2NICs-layer3+4,8192,46.06,177.85
intel,802.3ad-2NICs-layer3+4,16384,67.49,242.76
intel,802.3ad-2NICs-layer3+4,32768,110.80,295.74
intel,802.3ad-2NICs-layer3+4,65536,175.41,373.61
intel,802.3ad-2NICs-layer3+4,131072,164.42,797.19
intel,802.3ad-2NICs-layer3+4,262144,258.52,1014.00
intel,802.3ad-2NICs-layer3+4,524288,433.70,1208.88
intel,802.3ad-2NICs-layer3+4,1048576,787.58,1331.39
intel,802.3ad-2NICs-layer3+4,2097152,1708.30,1227.63
intel,802.3ad-2NICs-layer3+4,4194304,3442.28,1218.47
intel,802.3ad-2NICs-layer3+4,0,26.96,0.00
intel,802.3ad-2NICs-layer3+4,1,26.41,0.04
intel,802.3ad-2NICs-layer3+4,2,26.56,0.08
intel,802.3ad-2NICs-layer3+4,4,26.63,0.15
intel,802.3ad-2NICs-layer3+4,8,26.51,0.30
intel,802.3ad-2NICs-layer3+4,16,26.52,0.60
intel,802.3ad-2NICs-layer3+4,32,26.58,1.20
intel,802.3ad-2NICs-layer3+4,64,26.90,2.38
intel,802.3ad-2NICs-layer3+4,128,26.76,4.78
intel,802.3ad-2NICs-layer3+4,256,27.13,9.44
intel,802.3ad-2NICs-layer3+4,512,27.84,18.39
intel,802.3ad-2NICs-layer3+4,1024,29.19,35.08
intel,802.3ad-2NICs-layer3+4,2048,32.41,63.20
intel,802.3ad-2NICs-layer3+4,4096,39.79,102.95
intel,802.3ad-2NICs-layer3+4,8192,45.94,178.31
intel,802.3ad-2NICs-layer3+4,16384,67.59,242.42
intel,802.3ad-2NICs-layer3+4,32768,84.83,386.26
intel,802.3ad-2NICs-layer3+4,65536,112.06,584.81
intel,802.3ad-2NICs-layer3+4,131072,165.27,793.08
intel,802.3ad-2NICs-layer3+4,262144,257.18,1019.29
intel,802.3ad-2NICs-layer3+4,524288,437.26,1199.04
intel,802.3ad-2NICs-layer3+4,1048576,794.22,1320.26
intel,802.3ad-2NICs-layer3+4,2097152,1705.04,1229.97
intel,802.3ad-2NICs-layer3+4,4194304,3228.47,1299.16
intel,802.3ad-2NICs-layer3+4,0,25.30,0.00
intel,802.3ad-2NICs-layer3+4,1,26.39,0.04
intel,802.3ad-2NICs-layer3+4,2,26.09,0.08
intel,802.3ad-2NICs-layer3+4,4,19.38,0.21
intel,802.3ad-2NICs-layer3+4,8,19.64,0.41
intel,802.3ad-2NICs-layer3+4,16,19.17,0.83
intel,802.3ad-2NICs-layer3+4,32,19.42,1.65
intel,802.3ad-2NICs-layer3+4,64,26.31,2.43
intel,802.3ad-2NICs-layer3+4,128,26.59,4.81
intel,802.3ad-2NICs-layer3+4,256,27.17,9.42
intel,802.3ad-2NICs-layer3+4,512,27.63,18.53
intel,802.3ad-2NICs-layer3+4,1024,28.68,35.70
intel,802.3ad-2NICs-layer3+4,2048,32.13,63.74
intel,802.3ad-2NICs-layer3+4,4096,39.67,103.25
intel,802.3ad-2NICs-layer3+4,8192,45.83,178.73
intel,802.3ad-2NICs-layer3+4,16384,66.81,245.25
intel,802.3ad-2NICs-layer3+4,32768,53.13,616.70
intel,802.3ad-2NICs-layer3+4,65536,112.31,583.54
intel,802.3ad-2NICs-layer3+4,131072,164.25,797.99
intel,802.3ad-2NICs-layer3+4,262144,258.82,1012.83
intel,802.3ad-2NICs-layer3+4,524288,434.12,1207.70
intel,802.3ad-2NICs-layer3+4,1048576,788.25,1330.26
intel,802.3ad-2NICs-layer3+4,2097152,1611.59,1301.29
intel,802.3ad-2NICs-layer3+4,4194304,3255.49,1288.38
intel,802.3ad-2NICs-layer3+4,0,27.37,0.00
intel,802.3ad-2NICs-layer3+4,1,26.62,0.04
intel,802.3ad-2NICs-layer3+4,2,26.60,0.08
intel,802.3ad-2NICs-layer3+4,4,26.40,0.15
intel,802.3ad-2NICs-layer3+4,8,26.48,0.30
intel,802.3ad-2NICs-layer3+4,16,26.36,0.61
intel,802.3ad-2NICs-layer3+4,32,26.67,1.20
intel,802.3ad-2NICs-layer3+4,64,26.57,2.41
intel,802.3ad-2NICs-layer3+4,128,26.80,4.78
intel,802.3ad-2NICs-layer3+4,256,27.04,9.47
intel,802.3ad-2NICs-layer3+4,512,27.60,18.55
intel,802.3ad-2NICs-layer3+4,1024,29.12,35.16
intel,802.3ad-2NICs-layer3+4,2048,32.41,63.18
intel,802.3ad-2NICs-layer3+4,4096,40.51,101.11
intel,802.3ad-2NICs-layer3+4,8192,47.82,171.32
intel,802.3ad-2NICs-layer3+4,16384,67.74,241.87
intel,802.3ad-2NICs-layer3+4,32768,58.48,560.32
intel,802.3ad-2NICs-layer3+4,65536,112.42,582.94
intel,802.3ad-2NICs-layer3+4,131072,165.28,793.02
intel,802.3ad-2NICs-layer3+4,262144,259.71,1009.38
intel,802.3ad-2NICs-layer3+4,524288,435.89,1202.79
intel,802.3ad-2NICs-layer3+4,1048576,787.79,1331.04
intel,802.3ad-2NICs-layer3+4,2097152,1702.62,1231.72
intel,802.3ad-2NICs-layer3+4,4194304,3264.43,1284.85
intel,802.3ad-2NICs-layer3+4,0,25.07,0.00
intel,802.3ad-2NICs-layer3+4,1,26.22,0.04
intel,802.3ad-2NICs-layer3+4,2,26.24,0.08
intel,802.3ad-2NICs-layer3+4,4,25.95,0.15
intel,802.3ad-2NICs-layer3+4,8,26.00,0.31
intel,802.3ad-2NICs-layer3+4,16,25.86,0.62
intel,802.3ad-2NICs-layer3+4,32,26.19,1.22
intel,802.3ad-2NICs-layer3+4,64,26.48,2.42
intel,802.3ad-2NICs-layer3+4,128,26.31,4.87
intel,802.3ad-2NICs-layer3+4,256,26.56,9.64
intel,802.3ad-2NICs-layer3+4,512,27.24,18.80
intel,802.3ad-2NICs-layer3+4,1024,28.62,35.77
intel,802.3ad-2NICs-layer3+4,2048,32.24,63.53
intel,802.3ad-2NICs-layer3+4,4096,39.58,103.48
intel,802.3ad-2NICs-layer3+4,8192,45.67,179.39
intel,802.3ad-2NICs-layer3+4,16384,67.14,244.02
intel,802.3ad-2NICs-layer3+4,32768,61.52,532.65
intel,802.3ad-2NICs-layer3+4,65536,111.58,587.37
intel,802.3ad-2NICs-layer3+4,131072,166.58,786.84
intel,802.3ad-2NICs-layer3+4,262144,259.61,1009.76
intel,802.3ad-2NICs-layer3+4,524288,439.63,1192.56
intel,802.3ad-2NICs-layer3+4,1048576,788.36,1330.08
intel,802.3ad-2NICs-layer3+4,2097152,1634.59,1282.98
intel,802.3ad-2NICs-layer3+4,4194304,3222.71,1301.49
intel,802.3ad-2NICs-layer3+4,0,25.56,0.00
intel,802.3ad-2NICs-layer3+4,1,26.08,0.04
intel,802.3ad-2NICs-layer3+4,2,26.06,0.08
intel,802.3ad-2NICs-layer3+4,4,26.07,0.15
intel,802.3ad-2NICs-layer3+4,8,27.63,0.29
intel,802.3ad-2NICs-layer3+4,16,26.18,0.61
intel,802.3ad-2NICs-layer3+4,32,26.02,1.23
intel,802.3ad-2NICs-layer3+4,64,26.14,2.45
intel,802.3ad-2NICs-layer3+4,128,26.66,4.80
intel,802.3ad-2NICs-layer3+4,256,26.71,9.58
intel,802.3ad-2NICs-layer3+4,512,27.68,18.50
intel,802.3ad-2NICs-layer3+4,1024,28.76,35.61
intel,802.3ad-2NICs-layer3+4,2048,32.19,63.62
intel,802.3ad-2NICs-layer3+4,4096,40.36,101.49
intel,802.3ad-2NICs-layer3+4,8192,45.94,178.33
intel,802.3ad-2NICs-layer3+4,16384,68.50,239.17
intel,802.3ad-2NICs-layer3+4,32768,87.09,376.24
intel,802.3ad-2NICs-layer3+4,65536,112.27,583.73
intel,802.3ad-2NICs-layer3+4,131072,165.76,790.71
intel,802.3ad-2NICs-layer3+4,262144,259.40,1010.57
intel,802.3ad-2NICs-layer3+4,524288,433.06,1210.65
intel,802.3ad-2NICs-layer3+4,1048576,786.70,1332.87
intel,802.3ad-2NICs-layer3+4,2097152,1630.13,1286.49
intel,802.3ad-2NICs-layer3+4,4194304,3216.56,1303.97
intel,802.3ad-2NICs-layer3+4,0,25.32,0.00
intel,802.3ad-2NICs-layer3+4,1,26.37,0.04
intel,802.3ad-2NICs-layer3+4,2,26.05,0.08
intel,802.3ad-2NICs-layer3+4,4,26.21,0.15
intel,802.3ad-2NICs-layer3+4,8,26.15,0.31
intel,802.3ad-2NICs-layer3+4,16,26.06,0.61
intel,802.3ad-2NICs-layer3+4,32,26.48,1.21
intel,802.3ad-2NICs-layer3+4,64,26.40,2.42
intel,802.3ad-2NICs-layer3+4,128,26.83,4.77
intel,802.3ad-2NICs-layer3+4,256,27.05,9.46
intel,802.3ad-2NICs-layer3+4,512,27.28,18.77
intel,802.3ad-2NICs-layer3+4,1024,28.93,35.40
intel,802.3ad-2NICs-layer3+4,2048,31.84,64.32
intel,802.3ad-2NICs-layer3+4,4096,39.65,103.30
intel,802.3ad-2NICs-layer3+4,8192,45.70,179.27
intel,802.3ad-2NICs-layer3+4,16384,51.54,317.92
intel,802.3ad-2NICs-layer3+4,32768,85.10,385.07
intel,802.3ad-2NICs-layer3+4,65536,175.76,372.87
intel,802.3ad-2NICs-layer3+4,131072,165.04,794.18
intel,802.3ad-2NICs-layer3+4,262144,259.57,1009.93
intel,802.3ad-2NICs-layer3+4,524288,435.76,1203.17
intel,802.3ad-2NICs-layer3+4,1048576,789.68,1327.86
intel,802.3ad-2NICs-layer3+4,2097152,1621.19,1293.59
intel,802.3ad-2NICs-layer3+4,4194304,3244.00,1292.94
intel,802.3ad-2NICs-layer3+4,0,25.55,0.00
intel,802.3ad-2NICs-layer3+4,1,26.18,0.04
intel,802.3ad-2NICs-layer3+4,2,26.79,0.07
intel,802.3ad-2NICs-layer3+4,4,26.41,0.15
intel,802.3ad-2NICs-layer3+4,8,26.28,0.30
intel,802.3ad-2NICs-layer3+4,16,26.27,0.61
intel,802.3ad-2NICs-layer3+4,32,26.50,1.21
intel,802.3ad-2NICs-layer3+4,64,26.81,2.39
intel,802.3ad-2NICs-layer3+4,128,26.77,4.78
intel,802.3ad-2NICs-layer3+4,256,27.00,9.48
intel,802.3ad-2NICs-layer3+4,512,27.72,18.47
intel,802.3ad-2NICs-layer3+4,1024,29.08,35.22
intel,802.3ad-2NICs-layer3+4,2048,32.30,63.40
intel,802.3ad-2NICs-layer3+4,4096,40.04,102.30
intel,802.3ad-2NICs-layer3+4,8192,46.20,177.31
intel,802.3ad-2NICs-layer3+4,16384,68.63,238.74
intel,802.3ad-2NICs-layer3+4,32768,54.42,602.09
intel,802.3ad-2NICs-layer3+4,65536,112.11,584.57
intel,802.3ad-2NICs-layer3+4,131072,165.47,792.10
intel,802.3ad-2NICs-layer3+4,262144,259.45,1010.39
intel,802.3ad-2NICs-layer3+4,524288,438.10,1196.72
intel,802.3ad-2NICs-layer3+4,1048576,789.27,1328.53
intel,802.3ad-2NICs-layer3+4,2097152,1635.20,1282.50
intel,802.3ad-2NICs-layer3+4,4194304,3251.32,1290.03
intel,802.3ad-2NICs-layer3+4,0,25.56,0.00
intel,802.3ad-2NICs-layer3+4,1,26.50,0.04
intel,802.3ad-2NICs-layer3+4,2,26.47,0.08
intel,802.3ad-2NICs-layer3+4,4,26.37,0.15
intel,802.3ad-2NICs-layer3+4,8,26.25,0.30
intel,802.3ad-2NICs-layer3+4,16,26.21,0.61
intel,802.3ad-2NICs-layer3+4,32,26.38,1.21
intel,802.3ad-2NICs-layer3+4,64,26.61,2.40
intel,802.3ad-2NICs-layer3+4,128,27.03,4.74
intel,802.3ad-2NICs-layer3+4,256,27.09,9.45
intel,802.3ad-2NICs-layer3+4,512,27.88,18.37
intel,802.3ad-2NICs-layer3+4,1024,28.87,35.47
intel,802.3ad-2NICs-layer3+4,2048,32.44,63.13
intel,802.3ad-2NICs-layer3+4,4096,40.21,101.87
intel,802.3ad-2NICs-layer3+4,8192,46.13,177.58
intel,802.3ad-2NICs-layer3+4,16384,67.67,242.11
intel,802.3ad-2NICs-layer3+4,32768,75.94,431.50
intel,802.3ad-2NICs-layer3+4,65536,112.21,584.03
intel,802.3ad-2NICs-layer3+4,131072,177.02,740.44
intel,802.3ad-2NICs-layer3+4,262144,288.56,908.46
intel,802.3ad-2NICs-layer3+4,524288,454.04,1154.72
intel,802.3ad-2NICs-layer3+4,1048576,798.27,1313.55
intel,802.3ad-2NICs-layer3+4,2097152,1622.79,1292.31
intel,802.3ad-2NICs-layer3+4,4194304,3267.08,1283.81
intel,802.3ad-2NICs-layer3+4,0,25.26,0.00
intel,802.3ad-2NICs-layer3+4,1,26.13,0.04
intel,802.3ad-2NICs-layer3+4,2,26.05,0.08
intel,802.3ad-2NICs-layer3+4,4,26.08,0.15
intel,802.3ad-2NICs-layer3+4,8,26.09,0.31
intel,802.3ad-2NICs-layer3+4,16,25.96,0.62
intel,802.3ad-2NICs-layer3+4,32,26.17,1.22
intel,802.3ad-2NICs-layer3+4,64,26.17,2.45
intel,802.3ad-2NICs-layer3+4,128,26.40,4.85
intel,802.3ad-2NICs-layer3+4,256,26.90,9.52
intel,802.3ad-2NICs-layer3+4,512,27.60,18.55
intel,802.3ad-2NICs-layer3+4,1024,28.86,35.49
intel,802.3ad-2NICs-layer3+4,2048,32.04,63.92
intel,802.3ad-2NICs-layer3+4,4096,39.74,103.07
intel,802.3ad-2NICs-layer3+4,8192,46.61,175.75
intel,802.3ad-2NICs-layer3+4,16384,57.50,284.95
intel,802.3ad-2NICs-layer3+4,32768,53.13,616.80
intel,802.3ad-2NICs-layer3+4,65536,112.06,584.82
intel,802.3ad-2NICs-layer3+4,131072,164.85,795.09
intel,802.3ad-2NICs-layer3+4,262144,259.75,1009.21
intel,802.3ad-2NICs-layer3+4,524288,434.48,1206.71
intel,802.3ad-2NICs-layer3+4,1048576,786.25,1333.64
intel,802.3ad-2NICs-layer3+4,2097152,1625.53,1290.13
intel,802.3ad-2NICs-layer3+4,4194304,3236.94,1295.76
intel,802.3ad-2NICs-layer3+4,0,26.73,0.00
intel,802.3ad-2NICs-layer3+4,1,25.92,0.04
intel,802.3ad-2NICs-layer3+4,2,26.05,0.08
intel,802.3ad-2NICs-layer3+4,4,26.01,0.15
intel,802.3ad-2NICs-layer3+4,8,26.31,0.30
intel,802.3ad-2NICs-layer3+4,16,25.99,0.62
intel,802.3ad-2NICs-layer3+4,32,26.26,1.22
intel,802.3ad-2NICs-layer3+4,64,26.21,2.44
intel,802.3ad-2NICs-layer3+4,128,26.66,4.80
intel,802.3ad-2NICs-layer3+4,256,26.77,9.56
intel,802.3ad-2NICs-layer3+4,512,27.45,18.65
intel,802.3ad-2NICs-layer3+4,1024,28.94,35.39
intel,802.3ad-2NICs-layer3+4,2048,32.05,63.89
intel,802.3ad-2NICs-layer3+4,4096,39.91,102.63
intel,802.3ad-2NICs-layer3+4,8192,46.15,177.51
intel,802.3ad-2NICs-layer3+4,16384,68.12,240.51
intel,802.3ad-2NICs-layer3+4,32768,52.79,620.76
intel,802.3ad-2NICs-layer3+4,65536,111.64,587.04
intel,802.3ad-2NICs-layer3+4,131072,164.95,794.63
intel,802.3ad-2NICs-layer3+4,262144,256.99,1020.04
intel,802.3ad-2NICs-layer3+4,524288,433.71,1208.84
intel,802.3ad-2NICs-layer3+4,1048576,786.60,1333.04
intel,802.3ad-2NICs-layer3+4,2097152,1670.16,1255.66
intel,802.3ad-2NICs-layer3+4,4194304,3216.02,1304.19
intel,802.3ad-2NICs-layer3+4,0,25.36,0.00
intel,802.3ad-2NICs-layer3+4,1,26.18,0.04
intel,802.3ad-2NICs-layer3+4,2,25.99,0.08
intel,802.3ad-2NICs-layer3+4,4,26.03,0.15
intel,802.3ad-2NICs-layer3+4,8,26.08,0.31
intel,802.3ad-2NICs-layer3+4,16,26.08,0.61
intel,802.3ad-2NICs-layer3+4,32,26.24,1.22
intel,802.3ad-2NICs-layer3+4,64,26.30,2.43
intel,802.3ad-2NICs-layer3+4,128,26.38,4.85
intel,802.3ad-2NICs-layer3+4,256,28.46,8.99
intel,802.3ad-2NICs-layer3+4,512,27.37,18.71
intel,802.3ad-2NICs-layer3+4,1024,28.58,35.83
intel,802.3ad-2NICs-layer3+4,2048,32.43,63.16
intel,802.3ad-2NICs-layer3+4,4096,40.29,101.66
intel,802.3ad-2NICs-layer3+4,8192,45.72,179.18
intel,802.3ad-2NICs-layer3+4,16384,67.73,241.90
intel,802.3ad-2NICs-layer3+4,32768,53.60,611.38
intel,802.3ad-2NICs-layer3+4,65536,113.36,578.13
intel,802.3ad-2NICs-layer3+4,131072,166.18,788.71
intel,802.3ad-2NICs-layer3+4,262144,263.23,995.89
intel,802.3ad-2NICs-layer3+4,524288,442.71,1184.26
intel,802.3ad-2NICs-layer3+4,1048576,793.58,1321.33
intel,802.3ad-2NICs-layer3+4,2097152,1631.59,1285.35
intel,802.3ad-2NICs-layer3+4,4194304,3361.88,1247.61
intel,802.3ad-2NICs-layer3+4,0,26.57,0.00
intel,802.3ad-2NICs-layer3+4,1,25.90,0.04
intel,802.3ad-2NICs-layer3+4,2,26.05,0.08
intel,802.3ad-2NICs-layer3+4,4,25.89,0.15
intel,802.3ad-2NICs-layer3+4,8,26.14,0.31
intel,802.3ad-2NICs-layer3+4,16,25.90,0.62
intel,802.3ad-2NICs-layer3+4,32,26.06,1.23
intel,802.3ad-2NICs-layer3+4,64,26.19,2.44
intel,802.3ad-2NICs-layer3+4,128,26.44,4.84
intel,802.3ad-2NICs-layer3+4,256,26.63,9.61
intel,802.3ad-2NICs-layer3+4,512,27.29,18.76
intel,802.3ad-2NICs-layer3+4,1024,28.65,35.75
intel,802.3ad-2NICs-layer3+4,2048,32.17,63.66
intel,802.3ad-2NICs-layer3+4,4096,39.49,103.71
intel,802.3ad-2NICs-layer3+4,8192,45.32,180.77
intel,802.3ad-2NICs-layer3+4,16384,68.00,240.92
intel,802.3ad-2NICs-layer3+4,32768,53.40,613.68
intel,802.3ad-2NICs-layer3+4,65536,111.79,586.25
intel,802.3ad-2NICs-layer3+4,131072,166.03,789.47
intel,802.3ad-2NICs-layer3+4,262144,260.24,1007.30
intel,802.3ad-2NICs-layer3+4,524288,435.55,1203.75
intel,802.3ad-2NICs-layer3+4,1048576,796.51,1316.46
intel,802.3ad-2NICs-layer3+4,2097152,1658.08,1264.81
intel,802.3ad-2NICs-layer3+4,4194304,3247.20,1291.67
intel,802.3ad-2NICs-layer3+4,0,25.92,0.00
intel,802.3ad-2NICs-layer3+4,1,27.02,0.04
intel,802.3ad-2NICs-layer3+4,2,26.85,0.07
intel,802.3ad-2NICs-layer3+4,4,26.74,0.15
intel,802.3ad-2NICs-layer3+4,8,26.95,0.30
intel,802.3ad-2NICs-layer3+4,16,26.67,0.60
intel,802.3ad-2NICs-layer3+4,32,27.13,1.18
intel,802.3ad-2NICs-layer3+4,64,27.25,2.35
intel,802.3ad-2NICs-layer3+4,128,27.03,4.73
intel,802.3ad-2NICs-layer3+4,256,27.27,9.39
intel,802.3ad-2NICs-layer3+4,512,28.05,18.25
intel,802.3ad-2NICs-layer3+4,1024,29.35,34.89
intel,802.3ad-2NICs-layer3+4,2048,32.56,62.89
intel,802.3ad-2NICs-layer3+4,4096,39.65,103.30
intel,802.3ad-2NICs-layer3+4,8192,45.94,178.31
intel,802.3ad-2NICs-layer3+4,16384,67.91,241.25
intel,802.3ad-2NICs-layer3+4,32768,73.41,446.39
intel,802.3ad-2NICs-layer3+4,65536,113.10,579.43
intel,802.3ad-2NICs-layer3+4,131072,167.15,784.16
intel,802.3ad-2NICs-layer3+4,262144,259.80,1009.02
intel,802.3ad-2NICs-layer3+4,524288,436.34,1201.56
intel,802.3ad-2NICs-layer3+4,1048576,795.87,1317.51
intel,802.3ad-2NICs-layer3+4,2097152,1654.00,1267.93
intel,802.3ad-2NICs-layer3+4,4194304,3340.71,1255.51
intel,802.3ad-2NICs-layer3+4,0,25.45,0.00
intel,802.3ad-2NICs-layer3+4,1,26.29,0.04
intel,802.3ad-2NICs-layer3+4,2,26.49,0.08
intel,802.3ad-2NICs-layer3+4,4,26.35,0.15
intel,802.3ad-2NICs-layer3+4,8,26.29,0.30
intel,802.3ad-2NICs-layer3+4,16,26.19,0.61
intel,802.3ad-2NICs-layer3+4,32,26.60,1.20
intel,802.3ad-2NICs-layer3+4,64,26.49,2.42
intel,802.3ad-2NICs-layer3+4,128,26.52,4.83
intel,802.3ad-2NICs-layer3+4,256,19.88,12.88
intel,802.3ad-2NICs-layer3+4,512,20.86,24.55
intel,802.3ad-2NICs-layer3+4,1024,21.28,48.12
intel,802.3ad-2NICs-layer3+4,2048,24.25,84.46
intel,802.3ad-2NICs-layer3+4,4096,29.40,139.31
intel,802.3ad-2NICs-layer3+4,8192,35.55,230.41
intel,802.3ad-2NICs-layer3+4,16384,51.42,318.62
intel,802.3ad-2NICs-layer3+4,32768,72.56,451.61
intel,802.3ad-2NICs-layer3+4,65536,112.30,583.58
intel,802.3ad-2NICs-layer3+4,131072,164.57,796.43
intel,802.3ad-2NICs-layer3+4,262144,257.93,1016.34
intel,802.3ad-2NICs-layer3+4,524288,434.72,1206.04
intel,802.3ad-2NICs-layer3+4,1048576,789.74,1327.74
intel,802.3ad-2NICs-layer3+4,2097152,1642.44,1276.85
intel,802.3ad-2NICs-layer3+4,4194304,3229.42,1298.78
intel,802.3ad-2NICs-layer3+4,0,25.39,0.00
intel,802.3ad-2NICs-layer3+4,1,27.91,0.04
intel,802.3ad-2NICs-layer3+4,2,26.44,0.08
intel,802.3ad-2NICs-layer3+4,4,26.37,0.15
intel,802.3ad-2NICs-layer3+4,8,26.44,0.30
intel,802.3ad-2NICs-layer3+4,16,26.38,0.61
intel,802.3ad-2NICs-layer3+4,32,26.54,1.21
intel,802.3ad-2NICs-layer3+4,64,26.38,2.43
intel,802.3ad-2NICs-layer3+4,128,26.66,4.80
intel,802.3ad-2NICs-layer3+4,256,27.12,9.44
intel,802.3ad-2NICs-layer3+4,512,27.65,18.52
intel,802.3ad-2NICs-layer3+4,1024,29.09,35.20
intel,802.3ad-2NICs-layer3+4,2048,32.37,63.26
intel,802.3ad-2NICs-layer3+4,4096,39.88,102.71
intel,802.3ad-2NICs-layer3+4,8192,47.41,172.81
intel,802.3ad-2NICs-layer3+4,16384,68.19,240.28
intel,802.3ad-2NICs-layer3+4,32768,72.39,452.67
intel,802.3ad-2NICs-layer3+4,65536,112.81,580.94
intel,802.3ad-2NICs-layer3+4,131072,165.02,794.27
