apps,bondmode,bytes,time,mbytes-sec
intel,802.3ad-2NICs-layer2+3,8,26.70,0.30
intel,802.3ad-2NICs-layer2+3,16,26.26,0.61
intel,802.3ad-2NICs-layer2+3,32,26.74,1.20
intel,802.3ad-2NICs-layer2+3,64,27.01,2.37
intel,802.3ad-2NICs-layer2+3,128,27.05,4.73
intel,802.3ad-2NICs-layer2+3,256,27.35,9.36
intel,802.3ad-2NICs-layer2+3,512,28.18,18.17
intel,802.3ad-2NICs-layer2+3,1024,22.12,46.28
intel,802.3ad-2NICs-layer2+3,2048,24.82,82.51
intel,802.3ad-2NICs-layer2+3,4096,28.00,146.29
intel,802.3ad-2NICs-layer2+3,8192,37.22,220.09
intel,802.3ad-2NICs-layer2+3,16384,52.17,314.05
intel,802.3ad-2NICs-layer2+3,32768,86.41,379.21
intel,802.3ad-2NICs-layer2+3,65536,121.70,538.49
intel,802.3ad-2NICs-layer2+3,131072,166.58,786.83
intel,802.3ad-2NICs-layer2+3,262144,260.17,1007.60
intel,802.3ad-2NICs-layer2+3,524288,440.56,1190.06
intel,802.3ad-2NICs-layer2+3,1048576,790.55,1326.38
intel,802.3ad-2NICs-layer2+3,2097152,1637.52,1280.68
intel,802.3ad-2NICs-layer2+3,4194304,3231.31,1298.02
intel,802.3ad-2NICs-layer2+3,0,25.07,0.00
intel,802.3ad-2NICs-layer2+3,1,26.35,0.04
intel,802.3ad-2NICs-layer2+3,2,26.07,0.08
intel,802.3ad-2NICs-layer2+3,4,26.03,0.15
intel,802.3ad-2NICs-layer2+3,8,26.07,0.31
intel,802.3ad-2NICs-layer2+3,16,25.97,0.62
intel,802.3ad-2NICs-layer2+3,32,26.19,1.22
intel,802.3ad-2NICs-layer2+3,64,26.43,2.42
intel,802.3ad-2NICs-layer2+3,128,26.32,4.86
intel,802.3ad-2NICs-layer2+3,256,26.69,9.59
intel,802.3ad-2NICs-layer2+3,512,27.37,18.71
intel,802.3ad-2NICs-layer2+3,1024,28.30,36.18
intel,802.3ad-2NICs-layer2+3,2048,31.71,64.59
intel,802.3ad-2NICs-layer2+3,4096,39.25,104.35
intel,802.3ad-2NICs-layer2+3,8192,46.00,178.08
intel,802.3ad-2NICs-layer2+3,16384,68.10,240.59
intel,802.3ad-2NICs-layer2+3,32768,80.45,407.33
intel,802.3ad-2NICs-layer2+3,65536,109.76,597.08
intel,802.3ad-2NICs-layer2+3,131072,161.84,809.87
intel,802.3ad-2NICs-layer2+3,262144,257.22,1019.13
intel,802.3ad-2NICs-layer2+3,524288,428.95,1222.25
intel,802.3ad-2NICs-layer2+3,1048576,783.31,1338.65
intel,802.3ad-2NICs-layer2+3,2097152,1616.36,1297.46
intel,802.3ad-2NICs-layer2+3,4194304,3224.22,1300.87
