apps,bondmode,time
ft,802.3ad-4NICs-layer3+4,85.01
bt,802.3ad-4NICs-layer3+4,142.44
is,802.3ad-4NICs-layer3+4,13.17
ft,802.3ad-4NICs-layer3+4,85.95
sp,802.3ad-4NICs-layer3+4,198.06
ft,802.3ad-4NICs-layer3+4,85.93
is,802.3ad-4NICs-layer3+4,14.01
ft,802.3ad-4NICs-layer3+4,85.71
is,802.3ad-4NICs-layer3+4,12.93
bt,802.3ad-4NICs-layer3+4,142.85
bt,802.3ad-4NICs-layer3+4,143.72
bt,802.3ad-4NICs-layer3+4,141.78
sp,802.3ad-4NICs-layer3+4,198.13
sp,802.3ad-4NICs-layer3+4,198.33
ft,802.3ad-4NICs-layer3+4,85.65
is,802.3ad-4NICs-layer3+4,12.38
ft,802.3ad-4NICs-layer3+4,85.98
bt,802.3ad-4NICs-layer3+4,143.55
sp,802.3ad-4NICs-layer3+4,196.23
sp,802.3ad-4NICs-layer3+4,198.99
bt,802.3ad-4NICs-layer3+4,143.03
sp,802.3ad-4NICs-layer3+4,197.97
is,802.3ad-4NICs-layer3+4,12.77
is,802.3ad-4NICs-layer3+4,12.98
sp,802.3ad-4NICs-layer3+4,198.47
ft,802.3ad-4NICs-layer3+4,85.50
is,802.3ad-4NICs-layer3+4,12.55
sp,802.3ad-4NICs-layer3+4,198.29
sp,802.3ad-4NICs-layer3+4,198.64
ft,802.3ad-4NICs-layer3+4,85.68
bt,802.3ad-4NICs-layer3+4,139.55
sp,802.3ad-4NICs-layer3+4,199.45
bt,802.3ad-4NICs-layer3+4,142.75
ft,802.3ad-4NICs-layer3+4,85.71
sp,802.3ad-4NICs-layer3+4,200.73
bt,802.3ad-4NICs-layer3+4,143.85
is,802.3ad-4NICs-layer3+4,12.20
ft,802.3ad-4NICs-layer3+4,85.19
bt,802.3ad-4NICs-layer3+4,142.35
sp,802.3ad-4NICs-layer3+4,200.46
is,802.3ad-4NICs-layer3+4,12.39
is,802.3ad-4NICs-layer3+4,12.51
bt,802.3ad-4NICs-layer3+4,145.46
bt,802.3ad-4NICs-layer3+4,144.13
is,802.3ad-4NICs-layer3+4,12.87
is,802.3ad-4NICs-layer3+4,12.62
ft,802.3ad-4NICs-layer3+4,85.29
bt,802.3ad-4NICs-layer3+4,143.03
is,802.3ad-4NICs-layer3+4,13.16
bt,802.3ad-4NICs-layer3+4,143.84
ft,802.3ad-4NICs-layer3+4,85.20
ft,802.3ad-4NICs-layer3+4,85.82
bt,802.3ad-4NICs-layer3+4,142.28
sp,802.3ad-4NICs-layer3+4,193.12
bt,802.3ad-4NICs-layer3+4,140.98
bt,802.3ad-4NICs-layer3+4,144.03
sp,802.3ad-4NICs-layer3+4,194.26
bt,802.3ad-4NICs-layer3+4,142.84
is,802.3ad-4NICs-layer3+4,13.11
ft,802.3ad-4NICs-layer3+4,85.67
ft,802.3ad-4NICs-layer3+4,85.20
bt,802.3ad-4NICs-layer3+4,143.45
ft,802.3ad-4NICs-layer3+4,85.34
